Time,Colour_p4_01
11.540,4.000
11.550,4.000
11.560,4.000
11.570,4.000
11.580,4.000
11.590,4.000
11.600,4.000
11.610,4.000
11.620,4.000
11.630,4.000
11.640,4.000
11.650,4.000
11.660,4.000
11.670,4.000
11.680,4.000
11.690,4.000
11.700,4.000
11.710,4.000
11.720,4.000
11.730,4.000
11.740,4.000
11.750,4.000
11.760,4.000
11.770,4.000
11.780,4.000
11.790,4.000
11.800,4.000
11.810,4.000
11.820,4.000
11.830,4.000
11.840,4.000
11.850,4.000
11.860,5.000
11.870,5.000
11.880,5.000
11.890,5.000
11.900,5.000
11.910,5.000
11.920,5.000
11.930,5.000
11.940,5.000
11.950,5.000
11.960,5.000
11.970,5.000
11.980,5.000
11.990,5.000
12.000,5.000
12.010,5.000
12.020,5.000
12.030,5.000
12.040,5.000
12.050,5.000
12.060,5.000
12.070,5.000
12.080,5.000
12.090,5.000
12.100,5.000
12.110,5.000
12.120,5.000
12.130,5.000
12.140,5.000
12.150,5.000
12.160,5.000
12.170,5.000
12.180,5.000
12.190,5.000
12.200,5.000
12.210,5.000
12.220,5.000
12.230,5.000
12.240,5.000
12.250,5.000
12.260,5.000
12.270,5.000
12.280,5.000
12.290,5.000
12.300,5.000
12.310,5.000
12.320,5.000
12.330,5.000
12.340,5.000
12.350,5.000
12.360,5.000
12.370,5.000
12.380,5.000
12.390,5.000
12.400,5.000
12.410,5.000
12.420,5.000
12.430,5.000
12.440,5.000
12.450,5.000
12.460,5.000
12.470,7.000
12.480,7.000
12.490,7.000
12.500,7.000
12.510,7.000
12.520,7.000
12.530,7.000
12.540,7.000
12.550,7.000
12.560,7.000
12.570,7.000
12.580,7.000
12.590,7.000
12.600,7.000
12.610,7.000
12.620,7.000
12.630,3.000
12.640,3.000
12.650,3.000
12.660,3.000
12.670,3.000
12.680,3.000
12.690,3.000
12.700,3.000
12.710,3.000
12.720,3.000
12.730,3.000
12.740,3.000
12.750,3.000
12.760,3.000
12.770,3.000
12.780,3.000
12.790,3.000
12.800,3.000
12.810,3.000
12.820,3.000
12.830,3.000
12.840,3.000
12.850,3.000
12.860,1.000
12.870,1.000
12.880,1.000
12.890,1.000
12.900,1.000
12.910,7.000
12.920,7.000
12.930,7.000
12.940,7.000
12.950,7.000
12.960,7.000
12.970,7.000
12.980,7.000
12.990,7.000
13.000,7.000
13.010,7.000
13.020,7.000
13.030,7.000
13.040,7.000
13.050,5.000
13.060,5.000
13.070,5.000
13.080,5.000
13.090,5.000
13.100,5.000
13.110,5.000
13.120,5.000
13.130,5.000
13.140,5.000
13.150,5.000
13.160,5.000
13.170,5.000
13.180,5.000
13.190,5.000
13.200,5.000
13.210,5.000
13.220,5.000
13.230,5.000
13.240,5.000
13.250,5.000
13.260,5.000
13.270,5.000
13.280,5.000
13.290,5.000
13.300,5.000
13.310,5.000
13.320,5.000
13.330,5.000
13.340,5.000
13.350,5.000
13.360,5.000
13.370,5.000
13.380,5.000
13.390,5.000
13.400,5.000
13.410,5.000
13.420,5.000
13.430,5.000
13.440,5.000
13.450,5.000
13.460,5.000
13.470,5.000
13.480,5.000
13.490,5.000
13.500,5.000
13.510,5.000
13.520,5.000
13.530,5.000
13.540,5.000
13.550,5.000
13.560,5.000
13.570,5.000
13.580,5.000
13.590,5.000
13.600,5.000
13.610,5.000
13.620,5.000
13.630,5.000
13.640,5.000
13.650,5.000
13.660,5.000
13.670,5.000
13.680,5.000
13.690,5.000
13.700,5.000
13.710,5.000
13.720,5.000
13.730,5.000
13.740,5.000
13.750,5.000
13.760,5.000
13.770,5.000
13.780,5.000
13.790,5.000
13.800,5.000
13.810,5.000
13.820,5.000
13.830,5.000
13.840,5.000
13.850,5.000
13.860,5.000
13.870,5.000
13.880,5.000
13.890,6.000
13.900,6.000
13.910,6.000
13.920,6.000
13.930,6.000
13.940,6.000
13.950,6.000
13.960,6.000
13.970,6.000
13.980,6.000
13.990,6.000
14.000,6.000
14.010,6.000
14.020,6.000
14.030,6.000
14.040,6.000
14.050,6.000
14.060,6.000
14.070,6.000
14.080,6.000
14.090,6.000
14.100,6.000
14.110,6.000
14.120,6.000
14.130,6.000
14.140,6.000
14.150,6.000
14.160,6.000
14.170,6.000
14.180,6.000
14.190,6.000
14.200,6.000
14.210,6.000
14.220,6.000
14.230,6.000
14.240,6.000
14.250,6.000
14.260,6.000
14.270,6.000
14.280,6.000
14.290,6.000
14.300,6.000
14.310,6.000
14.320,6.000
14.330,6.000
14.340,6.000
14.350,6.000
14.360,6.000
14.370,6.000
14.380,6.000
14.390,6.000
14.400,6.000
14.410,6.000
14.420,6.000
14.430,6.000
14.440,6.000
14.450,6.000
14.460,6.000
14.470,6.000
14.480,6.000
14.490,6.000
14.500,6.000
14.510,6.000
14.520,6.000
14.530,6.000
14.540,6.000
14.550,6.000
14.560,6.000
14.570,6.000
14.580,6.000
14.590,6.000
14.600,6.000
14.610,6.000
14.620,6.000
14.630,6.000
14.640,6.000
14.650,6.000
14.660,6.000
14.670,6.000
14.680,6.000
14.690,6.000
14.700,6.000
14.710,6.000
14.720,6.000
14.730,6.000
14.740,6.000
14.750,6.000
14.760,6.000
14.770,6.000
14.780,6.000
14.790,6.000
14.800,6.000
14.810,6.000
14.820,6.000
14.830,6.000
14.840,6.000
14.850,6.000
14.860,6.000
14.870,6.000
14.880,6.000
14.890,6.000
14.900,6.000
14.910,6.000
14.920,6.000
14.930,6.000
14.940,6.000
14.950,6.000
14.960,6.000
14.970,6.000
14.980,6.000
14.990,6.000
15.000,6.000
15.010,6.000
15.020,6.000
15.030,6.000
15.040,6.000
15.050,6.000
15.060,6.000
15.070,6.000
15.080,6.000
15.090,6.000
15.100,6.000
15.110,6.000
15.120,6.000
15.130,6.000
15.140,6.000
15.150,6.000
15.160,6.000
15.170,6.000
15.180,6.000
15.190,6.000
15.200,6.000
15.210,6.000
15.220,6.000
15.230,6.000
15.240,6.000
15.250,6.000
15.260,6.000
15.270,6.000
15.280,6.000
15.290,6.000
15.300,6.000
15.310,6.000
15.320,6.000
15.330,6.000
15.340,6.000
15.350,6.000
15.360,6.000
15.370,6.000
15.380,6.000
15.390,6.000
15.400,6.000
15.410,6.000
15.420,6.000
15.430,6.000
15.440,6.000
15.450,6.000
15.460,6.000
15.470,6.000
15.480,6.000
15.490,6.000
15.500,6.000
15.510,6.000
15.520,6.000
15.530,6.000
15.540,6.000
15.550,6.000
15.560,6.000
15.570,6.000
15.580,6.000
15.590,6.000
15.600,6.000
15.610,6.000
15.620,6.000
15.630,6.000
15.640,6.000
15.650,6.000
15.660,6.000
15.670,6.000
15.680,6.000
15.690,6.000
15.700,6.000
15.710,6.000
15.720,6.000
15.730,6.000
15.740,6.000
15.750,6.000
15.760,6.000
15.770,6.000
15.780,6.000
15.790,6.000
15.800,6.000
15.810,6.000
15.820,6.000
15.830,6.000
15.840,6.000
15.850,6.000
15.860,6.000
15.870,6.000
15.880,6.000
15.890,6.000
15.900,6.000
15.910,6.000
15.920,6.000
15.930,6.000
15.940,6.000
15.950,6.000
15.960,6.000
15.970,6.000
15.980,6.000
15.990,6.000
16.000,6.000
16.010,6.000
16.020,6.000
16.030,6.000
16.040,6.000
16.050,6.000
16.060,6.000
16.070,6.000
16.080,6.000
16.090,6.000
16.100,6.000
16.110,6.000
16.120,6.000
16.130,6.000
16.140,6.000
16.150,6.000
16.160,6.000
16.170,6.000
16.180,6.000
16.190,6.000
16.200,6.000
16.210,6.000
16.220,6.000
16.230,6.000
16.240,6.000
16.250,6.000
16.260,6.000
16.270,6.000
16.280,6.000
16.290,6.000
16.300,6.000
16.310,6.000
16.320,6.000
16.330,6.000
16.340,6.000
16.350,6.000
16.360,6.000
16.370,6.000
16.380,6.000
16.390,6.000
16.400,6.000
16.410,6.000
16.420,6.000
16.430,6.000
16.440,6.000
16.450,6.000
16.460,6.000
16.470,6.000
16.480,6.000
16.490,6.000
16.500,6.000
16.510,6.000
16.520,6.000
16.530,6.000
16.540,6.000
16.550,6.000
16.560,6.000
16.570,6.000
16.580,6.000
16.590,6.000
16.600,6.000
16.610,6.000
16.620,6.000
16.630,6.000
16.640,6.000
16.650,6.000
16.660,6.000
16.670,6.000
16.680,6.000
16.690,6.000
16.700,6.000
16.710,6.000
16.720,6.000
16.730,6.000
16.740,6.000
16.750,6.000
16.760,6.000
16.770,6.000
16.780,6.000
16.790,6.000
16.800,6.000
16.810,6.000
16.820,6.000
16.830,6.000
16.840,6.000
16.850,6.000
16.860,6.000
16.870,6.000
16.880,6.000
16.890,6.000
16.900,6.000
16.910,6.000
16.920,6.000
16.930,6.000
16.940,6.000
16.950,6.000
16.960,6.000
16.970,6.000
16.980,6.000
16.990,6.000
17.000,6.000
17.010,6.000
17.020,6.000
17.030,6.000
17.040,6.000
17.050,6.000
17.060,6.000
17.070,6.000
17.080,6.000
17.090,6.000
17.100,6.000
17.110,6.000
17.120,6.000
17.130,6.000
17.140,6.000
17.150,6.000
17.160,6.000
17.170,6.000
17.180,6.000
17.190,6.000
17.200,6.000
17.210,6.000
17.220,6.000
17.230,6.000
17.240,6.000
17.250,6.000
17.260,6.000
17.270,6.000
17.280,6.000
17.290,6.000
17.300,6.000
17.310,6.000
17.320,6.000
17.330,6.000
17.340,6.000
17.350,6.000
17.360,6.000
17.370,6.000
17.380,6.000
17.390,6.000
17.400,6.000
17.410,6.000
17.420,6.000
17.430,6.000
17.440,6.000
17.450,6.000
17.460,6.000
