Time,Colour_p4_01
10.260,4.000,
10.270,4.000,
10.280,4.000,
10.290,4.000,
10.300,4.000,
10.310,4.000,
10.320,4.000,
10.330,4.000,
10.340,4.000,
10.350,4.000,
10.360,4.000,
10.370,4.000,
10.380,4.000,
10.390,4.000,
10.400,4.000,
10.410,4.000,
10.420,4.000,
10.430,4.000,
10.440,4.000,
10.450,4.000,
10.460,4.000,
10.470,4.000,
10.480,4.000,
10.490,4.000,
10.500,4.000,
10.510,4.000,
10.520,4.000,
10.530,4.000,
10.540,4.000,
10.550,4.000,
10.560,4.000,
10.570,4.000,
10.580,4.000,
10.590,4.000,
10.600,4.000,
10.610,4.000,
10.620,4.000,
10.630,4.000,
10.640,4.000,
10.650,5.000,
10.660,5.000,
10.670,5.000,
10.680,5.000,
10.690,5.000,
10.700,5.000,
10.710,5.000,
10.720,5.000,
10.730,2.000,
10.740,2.000,
10.750,2.000,
10.760,2.000,
10.770,2.000,
10.780,2.000,
10.790,2.000,
10.800,2.000,
10.810,2.000,
10.820,2.000,
10.830,2.000,
10.840,2.000,
10.850,2.000,
10.860,2.000,
10.870,2.000,
10.880,2.000,
10.890,2.000,
10.900,2.000,
10.910,2.000,
10.920,2.000,
10.930,2.000,
10.940,2.000,
10.950,2.000,
10.960,2.000,
10.970,2.000,
10.980,2.000,
10.990,2.000,
11.000,2.000,
11.010,2.000,
11.020,2.000,
11.030,2.000,
11.040,2.000,
11.050,2.000,
11.060,2.000,
11.070,2.000,
11.080,2.000,
11.090,2.000,
11.100,2.000,
11.110,2.000,
11.120,2.000,
11.130,2.000,
11.140,2.000,
11.150,2.000,
11.160,2.000,
11.170,2.000,
11.180,2.000,
11.190,2.000,
11.200,2.000,
11.210,2.000,
11.220,2.000,
11.230,2.000,
11.240,2.000,
11.250,2.000,
11.260,2.000,
11.270,2.000,
11.280,2.000,
11.290,2.000,
11.300,2.000,
11.310,2.000,
11.320,2.000,
11.330,2.000,
11.340,2.000,
11.350,2.000,
11.360,2.000,
11.370,2.000,
11.380,2.000,
11.390,2.000,
11.400,2.000,
11.410,2.000,
11.420,2.000,
11.430,2.000,
11.440,2.000,
11.450,2.000,
11.460,2.000,
11.470,2.000,
11.480,2.000,
11.490,2.000,
11.500,2.000,
11.510,2.000,
11.520,2.000,
11.530,2.000,
11.540,2.000,
11.550,2.000,
11.560,2.000,
11.570,2.000,
11.580,2.000,
11.590,2.000,
11.600,2.000,
11.610,2.000,
11.620,2.000,
11.630,2.000,
11.640,2.000,
11.650,2.000,
11.660,2.000,
11.670,2.000,
11.680,2.000,
11.690,2.000,
11.700,2.000,
11.710,2.000,
11.720,2.000,
11.730,2.000,
11.740,2.000,
11.750,2.000,
11.760,2.000,
11.770,2.000,
11.780,2.000,
11.790,2.000,
11.800,2.000,
11.810,4.000,
11.820,4.000,
11.830,4.000,
11.840,4.000,
11.850,4.000,
11.860,4.000,
11.870,4.000,
11.880,4.000,
11.890,4.000,
11.900,4.000,
11.910,4.000,
11.920,4.000,
11.930,4.000,
11.940,4.000,
11.950,4.000,
11.960,4.000,
11.970,4.000,
11.980,4.000,
11.990,4.000,
12.000,4.000,
12.010,4.000,
12.020,4.000,
12.030,4.000,
12.040,4.000,
12.050,4.000,
12.060,4.000,
12.070,4.000,
12.080,4.000,
12.090,4.000,
12.100,4.000,
12.110,4.000,
12.120,4.000,
12.130,4.000,
12.140,4.000,
12.150,4.000,
12.160,4.000,
12.170,4.000,
12.180,4.000,
12.190,4.000,
12.200,4.000,
12.210,4.000,
12.220,4.000,
12.230,4.000,
12.240,4.000,
12.250,4.000,
12.260,4.000,
12.270,4.000,
12.280,4.000,
12.290,4.000,
12.300,4.000,
12.310,4.000,
12.320,4.000,
12.330,4.000,
12.340,4.000,
12.350,4.000,
12.360,4.000,
12.370,4.000,
12.380,4.000,
12.390,4.000,
12.400,4.000,
12.410,4.000,
12.420,4.000,
12.430,4.000,
12.440,4.000,
12.450,4.000,
12.460,4.000,
12.470,4.000,
12.480,4.000,
12.490,4.000,
12.500,4.000,
12.510,4.000,
12.520,4.000,
12.530,4.000,
12.540,3.000,
12.550,3.000,
12.560,3.000,
12.570,3.000,
12.580,3.000,
12.590,3.000,
12.600,3.000,
12.610,3.000,
12.620,3.000,
12.630,3.000,
12.640,3.000,
12.650,3.000,
12.660,3.000,
12.670,3.000,
12.680,3.000,
12.690,3.000,
12.700,3.000,
12.710,3.000,
12.720,3.000,
12.730,3.000,
12.740,3.000,
12.750,3.000,
12.760,3.000,
12.770,3.000,
12.780,3.000,
12.790,3.000,
12.800,3.000,
12.810,3.000,
12.820,3.000,
12.830,3.000,
12.840,3.000,
12.850,3.000,
12.860,3.000,
12.870,3.000,
12.880,3.000,
12.890,3.000,
12.900,3.000,
12.910,3.000,
12.920,3.000,
12.930,3.000,
12.940,3.000,
12.950,3.000,
12.960,3.000,
12.970,3.000,
12.980,3.000,
12.990,2.000,
13.000,2.000,
13.010,2.000,
13.020,2.000,
13.030,2.000,
13.040,2.000,
13.050,2.000,
13.060,2.000,
13.070,2.000,
13.080,2.000,
13.090,6.000,
13.100,6.000,
13.110,6.000,
13.120,6.000,
13.130,6.000,
13.140,6.000,
13.150,6.000,
13.160,6.000,
13.170,6.000,
13.180,6.000,
13.190,6.000,
13.200,6.000,
13.210,6.000,
13.220,6.000,
13.230,6.000,
13.240,6.000,
13.250,6.000,
13.260,6.000,
13.270,6.000,
13.280,6.000,
13.290,6.000,
13.300,6.000,
13.310,6.000,
13.320,6.000,
13.330,6.000,
13.340,6.000,
13.350,6.000,
13.360,6.000,
13.370,6.000,
13.380,6.000,
13.390,6.000,
13.400,6.000,
13.410,6.000,
13.420,6.000,
13.430,6.000,
13.440,6.000,
13.450,6.000,
13.460,6.000,
13.470,6.000,
13.480,6.000,
13.490,6.000,
13.500,6.000,
13.510,6.000,
13.520,6.000,
13.530,6.000,
13.540,6.000,
13.550,6.000,
13.560,6.000,
13.570,6.000,
13.580,6.000,
13.590,6.000,
13.600,6.000,
13.610,6.000,
13.620,6.000,
13.630,6.000,
13.640,6.000,
13.650,6.000,
13.660,6.000,
13.670,6.000,
13.680,6.000,
13.690,6.000,
13.700,6.000,
13.710,6.000,
13.720,6.000,
13.730,6.000,
13.740,6.000,
13.750,6.000,
13.760,6.000,
13.770,6.000,
13.780,6.000,
13.790,6.000,
13.800,6.000,
13.810,6.000,
13.820,6.000,
13.830,6.000,
13.840,6.000,
13.850,6.000,
13.860,6.000,
13.870,6.000,
13.880,6.000,
13.890,6.000,
13.900,6.000,
13.910,6.000,
13.920,6.000,
13.930,6.000,
13.940,6.000,
13.950,6.000,
13.960,6.000,
13.970,6.000,
13.980,6.000,
13.990,6.000,
14.000,6.000,
14.010,6.000,
14.020,6.000,
14.030,6.000,
14.040,6.000,
14.050,6.000,
14.060,6.000,
14.070,6.000,
14.080,6.000,
14.090,6.000,
14.100,6.000,
14.110,6.000,
14.120,6.000,
14.130,6.000,
14.140,6.000,
14.150,6.000,
14.160,6.000,
14.170,6.000,
14.180,6.000,
14.190,6.000,
14.200,6.000,
14.210,6.000,
14.220,6.000,
14.230,6.000,
14.240,6.000,
14.250,6.000,
14.260,6.000,
14.270,6.000,
14.280,6.000,
14.290,6.000,
14.300,6.000,
14.310,6.000,
14.320,6.000,
14.330,6.000,
14.340,6.000,
14.350,6.000,
14.360,6.000,
14.370,6.000,
14.380,6.000,
14.390,6.000,
14.400,6.000,
14.410,6.000,
14.420,6.000,
14.430,6.000,
14.440,6.000,
14.450,6.000,
14.460,6.000,
14.470,6.000,
14.480,6.000,
14.490,6.000,
14.500,6.000,
14.510,6.000,
14.520,6.000,
14.530,6.000,
14.540,6.000,
14.550,6.000,
14.560,6.000,
14.570,6.000,
14.580,6.000,
14.590,6.000,
14.600,6.000,
14.610,6.000,
14.620,6.000,
14.630,6.000,
14.640,6.000,
14.650,6.000,
14.660,6.000,
14.670,6.000,
14.680,6.000,
14.690,6.000,
14.700,6.000,
14.710,6.000,
14.720,6.000,
14.730,6.000,
14.740,6.000,
14.750,6.000,
14.760,6.000,
14.770,6.000,
14.780,6.000,
14.790,6.000,
14.800,6.000,
14.810,6.000,
14.820,6.000,
14.830,6.000,
14.840,6.000,
14.850,6.000,
14.860,6.000,
14.870,6.000,
14.880,6.000,
14.890,6.000,
14.900,6.000,
14.910,6.000,
14.920,6.000,
14.930,6.000,
14.940,6.000,
14.950,6.000,
14.960,6.000,
14.970,6.000,
14.980,6.000,
14.990,6.000,
15.000,6.000,
15.010,6.000,
15.020,6.000,
15.030,6.000,
15.040,6.000,
15.050,6.000,
15.060,6.000,
15.070,6.000,
15.080,6.000,
15.090,6.000,
15.100,6.000,
15.110,6.000,
15.120,6.000,
15.130,6.000,
15.140,6.000,
15.150,6.000,
15.160,6.000,
15.170,6.000,
15.180,6.000,
15.190,6.000,
15.200,6.000,
15.210,6.000,
15.220,6.000,
15.230,6.000,
15.240,6.000,
15.250,6.000,
15.260,6.000,
15.270,6.000,
15.280,6.000,
15.290,6.000,
15.300,6.000,
15.310,6.000,
15.320,6.000,
15.330,6.000,
15.340,6.000,
15.350,6.000,
15.360,6.000,
15.370,6.000,
15.380,6.000,
15.390,6.000,
15.400,6.000,
15.410,6.000,
15.420,6.000,
15.430,6.000,
15.440,6.000,
15.450,6.000,
15.460,6.000,
15.470,6.000,
15.480,6.000,
15.490,6.000,
15.500,6.000,
15.510,6.000,
